open_position_time	option_type	pnl_15747	pnl_15776	delta
2023-11-20 00:00:00	long	0.00000000	0.00000000	0.00000000
2023-11-20 12:00:00	long	0.00000000	0.00000000	0.00000000
2023-11-20 20:00:00	long	0.00000000	0.00000000	0.00000000
2023-11-21 20:00:00	long	0.00000000	0.00000000	0.00000000
2023-11-25 00:00:00	short	0.00000000	0.00000000	0.00000000
2023-11-27 08:00:00	short	0.00000000	0.00000000	0.00000000
2023-11-28 04:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-01 08:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-08 12:00:00	short	0.00000000	0.00000000	0.00000000
2023-12-09 16:00:00	short	0.00000000	0.00000000	0.00000000
2023-12-11 04:00:00	short	0.00000000	0.00000000	0.00000000
2023-12-11 20:00:00	short	0.00000000	0.00000000	0.00000000
2023-12-12 04:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-13 04:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-13 12:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-15 20:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-16 08:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-17 20:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-18 00:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-18 08:00:00	short	0.00000000	0.00000000	0.00000000
2023-12-20 00:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-21 00:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-21 04:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-23 00:00:00	short	0.00000000	0.00000000	0.00000000
2023-12-27 04:00:00	long	0.00000000	0.00000000	0.00000000
2023-12-29 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-01-01 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-01-07 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-01-08 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-01-08 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-01-12 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-01-20 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-01-22 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-01-25 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-01-29 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-04 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-05 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-05 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-02-06 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-07 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-02-09 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-10 00:00:00	short	0.00000000	0.00000000	0.00000000
2024-02-12 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-18 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-02-19 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-20 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-02-23 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-02-26 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-02-28 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-03-04 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-03-06 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-08 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-03-11 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-13 12:00:00	short	0.00000000	0.00000000	0.00000000
2024-03-13 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-03-15 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-15 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-03-17 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-17 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-18 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-20 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-28 00:00:00	short	0.00000000	0.00000000	0.00000000
2024-03-28 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-30 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-31 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-03-31 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-04-05 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-04-10 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-04-11 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-04-12 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-04-16 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-04-16 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-04-23 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-04-24 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-04-24 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-04-27 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-04-30 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-05-03 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-04 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-05-05 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-05-06 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-06 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-05-06 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-06 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-09 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-13 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-13 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-23 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-05-27 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-27 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-05-27 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-05-31 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-06-09 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-06-10 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-06-10 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-06-15 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-06-20 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-06-27 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-06-28 12:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-02 00:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-03 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-08 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-07-08 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-07-10 12:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-12 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-07-22 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-22 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-23 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-23 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-07-28 12:00:00	long	0.00000000	0.00000000	0.00000000
2024-07-28 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-07-29 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-08-02 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-08-05 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-08-08 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-08-10 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-08-12 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-08-14 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-08-19 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-08-20 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-08-27 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-08-31 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-09-10 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-09-13 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-09-15 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-09-16 00:00:00	short	0.00000000	0.00000000	0.00000000
2024-09-16 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-09-17 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-09-23 08:00:00	long	0.00000000	0.00000000	0.00000000
2024-09-25 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-09-27 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-01 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-10-03 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-07 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-07 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-10-10 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-15 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-10-17 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-18 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-10-18 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-21 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-23 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-10-25 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-27 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-10-28 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-10-28 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-10-31 00:00:00	short	0.00000000	0.00000000	0.00000000
2024-11-01 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-11-03 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-11-03 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-11-04 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-11-15 04:00:00	short	0.00000000	0.00000000	0.00000000
2024-11-16 16:00:00	long	0.00000000	0.00000000	0.00000000
2024-11-18 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-11-21 00:00:00	short	0.00000000	0.00000000	0.00000000
2024-11-23 16:00:00	short	0.00000000	0.00000000	0.00000000
2024-12-02 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-12-02 20:00:00	long	0.00000000	0.00000000	0.00000000
2024-12-04 12:00:00	short	0.00000000	0.00000000	0.00000000
2024-12-06 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-12-09 08:00:00	short	0.00000000	0.00000000	0.00000000
2024-12-09 20:00:00	short	0.00000000	0.00000000	0.00000000
2024-12-11 00:00:00	long	0.00000000	0.00000000	0.00000000
2024-12-30 04:00:00	long	0.00000000	0.00000000	0.00000000
2024-12-30 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-03 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-03 12:00:00	short	0.00000000	0.00000000	0.00000000
2025-01-03 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-06 12:00:00	short	0.00000000	0.00000000	0.00000000
2025-01-09 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-10 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-01-10 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-01-12 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-13 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-15 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-18 08:00:00	short	0.00000000	0.00000000	0.00000000
2025-01-19 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-20 04:00:00	short	0.00000000	0.00000000	0.00000000
2025-01-21 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-23 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-01-24 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-01-27 04:00:00	short	0.00000000	0.00000000	0.00000000
2025-02-03 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-02-06 16:00:00	short	0.00000000	0.00000000	0.00000000
2025-02-10 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-02-12 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-02-17 12:00:00	short	0.00000000	0.00000000	0.00000000
2025-02-18 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-02-21 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-02-23 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-02-24 08:00:00	short	0.00000000	0.00000000	0.00000000
2025-03-03 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-03-07 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-03-19 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-03-22 16:00:00	short	0.00000000	0.00000000	0.00000000
2025-03-23 04:00:00	short	0.00000000	0.00000000	0.00000000
2025-03-24 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-03-25 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-03-26 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-03-31 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-04-09 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-04-14 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-04-18 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-04-22 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-04-26 16:00:00	short	0.00000000	0.00000000	0.00000000
2025-04-27 08:00:00	short	0.00000000	0.00000000	0.00000000
2025-04-28 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-05-03 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-05-04 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-05-04 08:00:00	short	0.00000000	0.00000000	0.00000000
2025-05-05 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-05-07 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-05-14 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-05-19 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-05-21 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-05-25 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-01 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-02 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-02 16:00:00	short	0.00000000	0.00000000	0.00000000
2025-06-02 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-05 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-09 04:00:00	short	0.00000000	0.00000000	0.00000000
2025-06-09 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-09 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-10 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-14 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-15 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-16 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-16 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-19 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-20 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-26 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-06-29 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-06-30 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-07-02 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-07-06 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-07-07 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-07-09 08:00:00	short	0.00000000	0.00000000	0.00000000
2025-07-10 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-07-11 16:00:00	short	0.00000000	0.00000000	0.00000000
2025-07-14 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-07-14 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-07-16 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-07-16 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-07-27 12:00:00	short	0.00000000	0.00000000	0.00000000
2025-07-27 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-08-02 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-08-04 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-08-07 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-08-17 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-08-20 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-08-21 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-08-25 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-08-29 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-08-30 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-09-02 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-09-03 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-09-10 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-09-21 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-09-24 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-09-28 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-10-01 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-10-10 00:00:00	long	0.00000000	0.00000000	0.00000000
2025-10-14 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-10-17 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-10-17 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-10-22 04:00:00	short	0.00000000	0.00000000	0.00000000
2025-10-24 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-10-26 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-10-29 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-10-30 12:00:00	long	0.00000000	0.00000000	0.00000000
2025-10-30 16:00:00	short	0.00000000	0.00000000	0.00000000
2025-11-02 16:00:00	long	0.00000000	0.00000000	0.00000000
2025-11-03 08:00:00	short	0.00000000	0.00000000	0.00000000
2025-11-05 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-11-07 16:00:00	short	0.00000000	0.00000000	0.00000000
2025-11-11 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-11-12 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-11-27 04:00:00	long	0.00000000	0.00000000	0.00000000
2025-11-30 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-12-01 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-12-01 04:00:00	short	0.00000000	0.00000000	0.00000000
2025-12-06 00:00:00	short	0.00000000	0.00000000	0.00000000
2025-12-07 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-12-08 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-12-12 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-12-15 08:00:00	long	0.00000000	0.00000000	0.00000000
2025-12-15 20:00:00	short	0.00000000	0.00000000	0.00000000
2025-12-24 20:00:00	long	0.00000000	0.00000000	0.00000000
2025-12-30 16:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-02 16:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-06 12:00:00	short	0.00000000	0.00000000	0.00000000
2026-01-07 04:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-11 16:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-12 04:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-12 08:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-12 20:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-16 00:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-17 20:00:00	short	0.00000000	0.00000000	0.00000000
2026-01-19 04:00:00	short	0.00000000	0.00000000	0.00000000
2026-01-20 12:00:00	short	0.00000000	0.00000000	0.00000000
2026-01-22 00:00:00	short	0.00000000	0.00000000	0.00000000
2026-01-23 20:00:00	long	0.00000000	0.00000000	0.00000000
2026-01-26 00:00:00	short	0.00000000	0.00000000	0.00000000
2026-02-04 00:00:00	long	0.00000000	0.00000000	0.00000000
2026-02-22 20:00:00	long	0.00000000	0.00000000	0.00000000
2026-03-06 20:00:00	short	0.00000000	0.00000000	0.00000000
2026-03-08 20:00:00	long	0.00000000	0.00000000	0.00000000
2026-03-09 08:00:00	long	0.00000000	0.00000000	0.00000000
2026-03-10 04:00:00	short	0.00000000	0.00000000	0.00000000
