open_position_time	side_15775	side_15776	pnl_15775	pnl_15776	delta
2021-08-18 20:00:00	long	long	-3.50003248	-3.50003248	0.00000000
2021-08-19 20:00:00	long	long	2.16419050	2.16419050	0.00000000
2021-08-25 16:00:00	short	short	-1.48251856	-1.48251856	0.00000000
2021-08-28 04:00:00	long	long	-1.26690977	-1.26690977	0.00000000
2021-08-29 08:00:00	long	long	1.89711978	1.89711978	0.00000000
2021-08-30 08:00:00	short	short	-2.00325712	-2.00325712	0.00000000
2021-09-02 04:00:00	long	long	1.82392432	1.82392432	0.00000000
2021-09-06 08:00:00	short	short	-1.20980788	-1.20980788	0.00000000
2021-09-06 16:00:00	short	short	-1.01303204	-1.01303204	0.00000000
2021-09-07 04:00:00	short	short	14.49022057	14.49022057	0.00000000
2021-09-08 08:00:00	short	short	-4.47292582	-4.47292582	0.00000000
2021-09-10 12:00:00	short	short	-1.06551379	-1.06551379	0.00000000
2021-09-12 16:00:00	long	long	-3.60262142	-3.60262142	0.00000000
2021-09-15 04:00:00	long	long	3.04885301	3.04885301	0.00000000
2021-09-18 08:00:00	long	long	-1.62420684	-1.62420684	0.00000000
2021-09-20 20:00:00	long	long	-4.15886774	-4.15886774	0.00000000
2021-09-21 08:00:00	long	long	-3.98960182	-3.98960182	0.00000000
2021-09-26 08:00:00	short	short	-1.88803048	-1.88803048	0.00000000
2021-09-26 16:00:00	long	long	-3.75038218	-3.75038218	0.00000000
2021-09-28 20:00:00	short	short	-2.61763035	-2.61763035	0.00000000
2021-09-29 20:00:00	short	short	-2.18750256	-2.18750256	0.00000000
2021-10-01 16:00:00	long	long	6.49398316	6.49398316	0.00000000
2021-10-06 00:00:00	short	short	1.74574609	1.74574609	0.00000000
2021-10-06 20:00:00	long	long	-3.73752970	-3.73752970	0.00000000
2021-10-07 12:00:00	long	long	-2.38516607	-2.38516607	0.00000000
2021-10-08 16:00:00	short	short	0.98144144	0.98144144	0.00000000
2021-10-09 20:00:00	short	short	0.64805759	0.64805759	0.00000000
2021-10-10 20:00:00	long	long	-3.55465659	-3.55465659	0.00000000
2021-10-14 04:00:00	long	long	10.26953270	10.26953270	0.00000000
2021-11-02 20:00:00	long	long	-0.11587945	-0.11587945	0.00000000
2021-11-04 20:00:00	short	short	-2.24575759	-2.24575759	0.00000000
2021-11-08 08:00:00	long	long	-0.42580456	-0.42580456	0.00000000
2021-11-11 00:00:00	short	short	1.67696170	1.67696170	0.00000000
2021-11-14 16:00:00	long	long	0.48589335	0.48589335	0.00000000
2021-11-14 20:00:00	short	short	0.69198898	0.69198898	0.00000000
2021-11-15 04:00:00	long	long	1.06709171	1.06709171	0.00000000
2021-11-15 20:00:00	short	short	9.28337079	9.28337079	0.00000000
2021-11-21 00:00:00	long	long	-4.39151571	-4.39151571	0.00000000
2021-11-29 00:00:00	long	long	8.91535029	8.91535029	0.00000000
2021-12-03 20:00:00	short	short	15.17893570	15.17893570	0.00000000
2021-12-07 04:00:00	long	long	-1.55135908	-1.55135908	0.00000000
2021-12-08 20:00:00	long	long	-1.31315658	-1.31315658	0.00000000
2021-12-09 08:00:00	short	short	6.05235707	6.05235707	0.00000000
2021-12-13 00:00:00	long	long	-3.62914721	-3.62914721	0.00000000
2021-12-13 20:00:00	short	short	-5.03590076	-5.03590076	0.00000000
2021-12-16 00:00:00	long	long	-4.83093960	-4.83093960	0.00000000
2021-12-18 08:00:00	long	long	2.83849639	2.83849639	0.00000000
2021-12-21 20:00:00	short	short	-1.47188698	-1.47188698	0.00000000
2021-12-26 04:00:00	short	short	0.99808205	0.99808205	0.00000000
2021-12-26 08:00:00	short	short	-2.44596881	-2.44596881	0.00000000
2021-12-27 12:00:00	short	short	-0.85102454	-0.85102454	0.00000000
2021-12-27 20:00:00	long	long	-0.46313135	-0.46313135	0.00000000
2021-12-28 00:00:00	short	short	0.73529785	0.73529785	0.00000000
2021-12-31 16:00:00	long	long	-1.81691913	-1.81691913	0.00000000
2022-01-01 00:00:00	short	short	-4.53350424	-4.53350424	0.00000000
2022-01-03 08:00:00	short		-1.24529879	0.00000000	1.24529879
2022-01-03 20:00:00	short	short	-1.44683769	-1.46389814	-0.01706045
2022-01-06 00:00:00	short	short	5.68535299	5.75239206	0.06703907
2022-01-07 20:00:00	short	short	-3.40131645	-3.44142321	-0.04010676
2022-01-09 00:00:00	short	short	-4.33238095	-4.38346639	-0.05108544
2022-01-10 20:00:00	long	long	9.20700789	9.31557269	0.10856480
2022-01-14 20:00:00	short	short	2.51249079	2.54211693	0.02962614
2022-01-16 20:00:00	long	long	-1.44792765	-1.46500094	-0.01707329
2022-01-19 00:00:00	long	long	-2.42611400	-2.45472162	-0.02860762
2022-01-24 16:00:00	long	long	-3.37576532	-3.41557079	-0.03980547
2022-01-28 04:00:00	long	long	8.59280302	8.69412540	0.10132238
2022-02-03 16:00:00	short	short	-2.24058184	-2.26700175	-0.02641991
2022-02-04 04:00:00	long	long	4.42197347	4.47411535	0.05214188
2022-02-04 12:00:00	short	short	4.96088252	5.01937897	0.05849645
2022-02-07 08:00:00	long	long	-0.09997333	-0.10115217	-0.00117884
2022-02-12 00:00:00	short	short	-4.50993381	-4.56311288	-0.05317907
2022-02-18 00:00:00	short	short	10.31752594	10.43918546	0.12165952
2022-02-20 20:00:00	long	long	-5.21068722	-5.27212925	-0.06144203
2022-02-27 20:00:00	short	short	-3.77045199	-3.81491143	-0.04445944
2022-03-03 20:00:00	short	short	8.64315847	8.74507463	0.10191616
2022-03-05 04:00:00	long	long	1.08896536	1.10180593	0.01284057
2022-03-07 20:00:00	short	short	-3.95347532	-4.00009288	-0.04661756
2022-03-10 04:00:00	long	long	-3.25067004	-3.28900044	-0.03833040
2022-03-10 08:00:00	short	short	3.55107901	3.59295170	0.04187269
2022-03-13 20:00:00	long	long	-2.33645948	-2.36400994	-0.02755046
2022-03-18 20:00:00	long	long	10.44658758	10.56976894	0.12318136
2022-03-27 08:00:00	short	short	-1.17601208	-1.18987908	-0.01386700
2022-03-27 20:00:00	long	long	1.16750717	1.18127388	0.01376671
2022-03-28 04:00:00	long	long	4.32448392	4.37547624	0.05099232
2022-04-06 04:00:00	short	short	6.15222034	6.22476449	0.07254415
2022-04-08 20:00:00	long	long	0.29525128	0.29873275	0.00348147
2022-04-11 08:00:00	long	long	-5.86072715	-5.92983415	-0.06910700
2022-04-13 20:00:00	long	long	-0.44142484	-0.44662992	-0.00520508
2022-04-16 20:00:00	short	short	-1.09053484	-1.10339393	-0.01285909
2022-04-18 12:00:00	short	short	-4.92452519	-4.98259293	-0.05806774
2022-04-20 16:00:00	long	long	-2.83011208	-2.86348346	-0.03337138
2022-04-21 16:00:00	long	long	-1.90757207	-1.93006528	-0.02249321
2022-04-21 20:00:00	short	short	12.04811373	12.19017955	0.14206582
2022-04-28 20:00:00	short	short	-1.93728166	-1.96012520	-0.02284354
2022-05-01 04:00:00	short	short	-5.57810374	-5.64387817	-0.06577443
2022-05-08 08:00:00	short	short	15.83542500	16.02214906	0.18672406
2022-05-11 16:00:00	long	long	-5.92127635	-5.99109732	-0.06982097
2022-05-11 20:00:00	long	long	8.97234191	9.07813965	0.10579774
2022-05-23 12:00:00	long	long	-2.65411669	-2.68541281	-0.03129612
2022-05-30 04:00:00	long	long	5.43265612	5.49671550	0.06405938
2022-06-01 20:00:00	short	short	0.20616626	0.20859727	0.00243101
2022-06-06 08:00:00	long	long	-5.90102721	-5.97060941	-0.06958220
2022-06-10 08:00:00	long	long	-6.00106080	-6.07182255	-0.07076175
2022-06-24 16:00:00	long	long	3.23680822	3.27497517	0.03816695
2022-06-26 20:00:00	short	short	12.34716544	12.49275755	0.14559211
2022-06-30 00:00:00	long	long	-6.39108535	-6.46644609	-0.07536074
2022-07-04 00:00:00	long	long	-3.88838306	-3.93423309	-0.04585003
2022-07-04 16:00:00	long	long	1.42484834	1.44164950	0.01680116
2022-07-05 16:00:00	short	short	-6.18713678	-6.26009265	-0.07295587
2022-07-08 08:00:00	long	long	-2.48836848	-2.51771018	-0.02934170
2022-07-10 20:00:00	short	short	-5.67760925	-5.74455701	-0.06694776
2022-07-19 04:00:00	long	long	-5.44653055	-5.51075354	-0.06422299
2022-07-20 16:00:00	short	short	5.66673923	5.73355882	0.06681959
2022-07-25 04:00:00	short	short	12.40452516	12.55079362	0.14626846
2022-07-27 04:00:00	long	long	23.17620356	23.44948670	0.27328314
2022-08-01 04:00:00	short	short	9.09720030	9.20447030	0.10727000
2022-08-02 16:00:00	long	long	33.97428582	34.37489499	0.40060917
2022-08-17 12:00:00	short	short	4.27537606	4.32578933	0.05041327
2022-08-18 00:00:00	short	short	30.82837565	31.19188969	0.36351404
2022-08-21 04:00:00	long	long	-8.51289770	-8.61327788	-0.10038018
2022-09-01 20:00:00	short	short	-6.63040033	-6.70858296	-0.07818263
2022-09-03 00:00:00	short	short	-9.46902865	-9.58068309	-0.11165444
2022-09-07 00:00:00	short	short	-9.08363919	-9.19074929	-0.10711010
2022-09-13 20:00:00	short	short	-1.39510864	-1.41155912	-0.01645048
2022-09-15 16:00:00	short	short	28.25308281	28.58623018	0.33314737
2022-09-19 00:00:00	long	long	-7.39745889	-7.48468633	-0.08722744
2022-10-07 20:00:00	short	short	3.50481281	3.54613996	0.04132715
2022-10-11 20:00:00	short	short	16.20340696	16.39447009	0.19106313
2022-10-14 00:00:00	short	short	-7.77539925	-7.86708319	-0.09168394
2022-10-14 20:00:00	short	short	-0.44909158	-0.45438706	-0.00529548
2022-10-17 12:00:00	long	long	-2.07476088	-2.09922551	-0.02446463
2022-10-20 20:00:00	short	short	1.96538746	1.98856241	0.02317495
2022-10-21 00:00:00	short	short	2.19961445	2.22555129	0.02593684
2022-10-21 20:00:00	long	long	4.71117520	4.76672721	0.05555201
2022-10-24 00:00:00	long	long	2.36979596	2.39773951	0.02794355
2022-10-24 04:00:00	long	long	27.87038417	28.19901894	0.32863477
2022-10-28 04:00:00	short	short	-9.16160712	-9.26963658	-0.10802946
2022-10-29 08:00:00	short	short	5.81334083	5.88188908	0.06854825
2022-10-31 20:00:00	short	short	-9.47925923	-9.59103430	-0.11177507
2022-11-03 08:00:00	long	long	10.79894856	10.92628480	0.12733624
2022-11-07 00:00:00	short	short	3.77061593	3.81507730	0.04446137
2022-11-08 04:00:00	short	short	45.17300761	45.70566696	0.53265935
2022-11-13 12:00:00	short	short	2.59905811	2.62970501	0.03064690
2022-11-13 16:00:00	long	long	-7.54086580	-7.62978423	-0.08891843
2022-12-02 20:00:00	short	short	4.03021211	4.07773452	0.04752241
2022-12-04 04:00:00	short	short	-13.35329924	-13.51075521	-0.15745597
2022-12-07 12:00:00	short	short	-12.80981996	-12.96086747	-0.15104751
2022-12-12 00:00:00	short	short	1.68451522	1.70437825	0.01986303
2022-12-13 16:00:00	long	long	-5.13671080	-5.19728054	-0.06056974
2022-12-16 16:00:00	short	short	8.07173046	8.16690860	0.09517814
2022-12-19 08:00:00	long	long	2.94525340	2.97998247	0.03472907
2022-12-20 08:00:00	long	long	5.01781384	5.07698160	0.05916776
2022-12-23 20:00:00	short	short	-1.16426103	-1.17798947	-0.01372844
2022-12-25 20:00:00	short	short	4.04294512	4.09061767	0.04767255
2022-12-26 00:00:00	short	short	2.64103704	2.67217893	0.03114189
2022-12-29 04:00:00	long	long	16.91958430	17.11909227	0.19950797
2023-01-05 00:00:00	short	short	2.30533320	2.33251663	0.02718343
2023-01-06 20:00:00	long	long	2.95764066	2.99251580	0.03487514
2023-01-08 20:00:00	short	short	3.23800368	3.27618473	0.03818105
2023-01-09 00:00:00	short	short	-14.05984171	-14.22562891	-0.16578720
2023-01-11 04:00:00	short	short	1.91686935	1.93947219	0.02260284
2023-01-11 20:00:00	short	short	-3.50592824	-3.54726853	-0.04134029
2023-01-12 00:00:00	long	long	3.05372110	3.08972917	0.03600807
2023-01-12 04:00:00	long	long	43.24760412	43.75756000	0.50995588
2023-01-17 20:00:00	short	short	-7.35354975	-7.44025943	-0.08670968
2023-01-21 00:00:00	long	long	-15.00810592	-15.18507461	-0.17696869
2023-01-25 04:00:00	short	short	-15.41556536	-15.59733862	-0.18177326
2023-01-28 00:00:00	long	long	-7.55390204	-7.64297418	-0.08907214
2023-01-28 20:00:00	long	long	-3.55904055	-3.60100713	-0.04196658
2023-01-29 08:00:00	long	long	5.86168748	5.93080581	0.06911833
2023-02-02 00:00:00	long	long	11.60934481	11.74623687	0.13689206
2023-02-03 00:00:00	short	short	7.95088125	8.04463439	0.09375314
2023-02-06 12:00:00	long	long	4.31423211	4.36510356	0.05087145
2023-02-08 00:00:00	short	short	5.12697804	5.18743301	0.06045497
2023-02-10 00:00:00	short	short	13.57476541	13.73483280	0.16006739
2023-02-12 00:00:00	long	long	4.78169383	4.83807737	0.05638354
2023-02-13 08:00:00	long	long	-5.57851290	-5.64429216	-0.06577926
2023-02-13 16:00:00	long	long	8.95333861	9.05891226	0.10557365
2023-02-15 16:00:00	long	long	27.40062585	27.72372145	0.32309560
2023-02-20 00:00:00	short	short	6.90991640	6.99139496	0.08147856
2023-02-22 16:00:00	long	long	-7.96939899	-8.06337048	-0.09397149
2023-02-22 20:00:00	short	short	-7.95834620	-8.05218736	-0.09384116
2023-02-23 04:00:00	long	long	-4.02319521	-4.07063488	-0.04743967
2023-02-26 04:00:00	long	long	12.17554987	12.31911836	0.14356849
2023-02-28 20:00:00	long	long	5.61272587	5.67890855	0.06618268
2023-03-02 04:00:00	long	long	-7.84272666	-7.93520449	-0.09247783
2023-03-03 00:00:00	long	long	-5.24261068	-5.30442914	-0.06181846
2023-03-06 08:00:00	long	long	0.77082984	0.77991911	0.00908927
2023-03-07 20:00:00	long	long	-5.70759032	-5.77489160	-0.06730128
2023-03-13 00:00:00	long	long	69.53786487	70.35782342	0.81995855
2023-03-20 04:00:00	short	short	-10.73547194	-10.86205969	-0.12658775
2023-03-21 20:00:00	short	short	1.25748531	1.27231300	0.01482769
2023-03-31 00:00:00	long	long	3.91715608	3.96334539	0.04618931
2023-04-03 08:00:00	short	short	-4.66166796	-4.71663621	-0.05496825
2023-04-04 04:00:00	long	long	9.87276028	9.98917533	0.11641505
2023-04-07 12:00:00	short	short	-6.82907746	-6.90960281	-0.08052535
2023-04-13 16:00:00	long	long	26.22716617	26.53642487	0.30925870
2023-04-19 16:00:00	short	short	8.45075674	8.55040418	0.09964744
2023-04-21 12:00:00	long	long	-5.19376550	-5.25500800	-0.06124250
2023-04-21 16:00:00	short	short	15.93847767	16.12641688	0.18793921
2023-04-24 12:00:00	long	long	5.79771433	5.86607831	0.06836398
2023-04-24 20:00:00	long	long	5.37442339	5.43779612	0.06337273
2023-04-26 16:00:00	long	long	-14.41027380	-14.58019313	-0.16991933
2023-04-30 00:00:00	long	long	-0.94832998	-0.95951225	-0.01118227
2023-04-30 16:00:00	short	short	-5.27349699	-5.33567964	-0.06218265
2023-04-30 20:00:00	long	long	-5.16812183	-5.22906195	-0.06094012
2023-05-04 04:00:00	long	long	-19.98722890	-20.22290912	-0.23568022
2023-05-10 20:00:00	long	long	-19.17374868	-19.39983672	-0.22608804
2023-05-11 00:00:00	long	long	5.32636972	5.38917583	0.06280611
2023-05-15 00:00:00	short	short	-6.01959517	-6.09057547	-0.07098030
2023-05-16 00:00:00	short	short	8.08285111	8.17816037	0.09530926
2023-05-24 08:00:00	short	short	1.07744765	1.09015242	0.01270477
2023-06-02 08:00:00	long	long	4.27359073	4.32398295	0.05039222
2023-06-02 20:00:00	long	long	3.08308122	3.11943550	0.03635428
2023-06-03 00:00:00	long	long	-4.30850070	-4.35930456	-0.05080386
2023-06-04 20:00:00	short	short	1.84443521	1.86618394	0.02174873
2023-06-05 04:00:00	short	short	3.62426533	3.66700100	0.04273567
2023-06-09 20:00:00	long	long	-4.06010639	-4.10798130	-0.04787491
2023-06-10 08:00:00	short	short	25.21081251	25.50808683	0.29727432
2023-06-10 12:00:00	short	short	-0.29213366	-0.29557837	-0.00344471
2023-06-12 20:00:00	long	long	3.43102507	3.47148214	0.04045707
2023-06-13 20:00:00	short	short	0.28734125	0.29072945	0.00338820
2023-06-15 00:00:00	long	long	-20.08490508	-20.32173706	-0.23683198
2023-06-15 04:00:00	short	short	-0.53784637	-0.54418841	-0.00634204
2023-06-17 00:00:00	long	long	-0.61652233	-0.62379208	-0.00726975
2023-06-19 04:00:00	short	short	-5.88329342	-5.95266651	-0.06937309
2023-06-20 08:00:00	short	short	-0.63627757	-0.64378026	-0.00750269
2023-06-20 20:00:00	long	long	3.32367016	3.36286135	0.03919119
2023-06-23 20:00:00	short	short	9.00833255	9.11455467	0.10622212
2023-06-25 20:00:00	short	short	-3.42072924	-3.46106491	-0.04033567
2023-06-27 00:00:00	short	short	-9.30296512	-9.41266141	-0.10969629
2023-06-29 08:00:00	long	long	14.02480818	14.19018228	0.16537410
2023-07-01 00:00:00	long	long	3.51282671	3.55424835	0.04142164
2023-07-06 16:00:00	short	short	13.78765527	13.95023297	0.16257770
2023-07-10 08:00:00	long	long	2.92657822	2.96108709	0.03450887
2023-07-11 00:00:00	long	long	-4.56755196	-4.62141043	-0.05385847
2023-07-12 20:00:00	short	short	-2.22533402	-2.25157414	-0.02624012
2023-07-13 16:00:00	long	long	6.07451236	6.14614022	0.07162786
2023-07-13 20:00:00	long	long	16.70684520	16.90384464	0.19699944
2023-07-18 04:00:00	long	long	-2.40583532	-2.43420383	-0.02836851
2023-07-26 12:00:00	short	short	1.07641793	1.08911055	0.01269262
2023-07-31 08:00:00	long	long	-2.39290680	-2.42112285	-0.02821605
2023-08-01 08:00:00	short	short	-2.50688553	-2.53644558	-0.02956005
2023-08-01 20:00:00	long	long	-0.91727800	-0.92809412	-0.01081612
2023-08-03 12:00:00	short	short	1.09810334	1.11105167	0.01294833
2023-08-04 20:00:00	long	long	-3.75777109	-3.80208100	-0.04430991
2023-08-05 00:00:00	long	long	3.95367869	4.00029865	0.04661996
2023-08-07 20:00:00	long	long	3.51844388	3.55993175	0.04148787
2023-08-10 20:00:00	short	short	2.42978958	2.45844055	0.02865097
2023-08-11 08:00:00	short	short	-1.76795064	-1.78879750	-0.02084686
2023-08-14 04:00:00	short	short	1.58447383	1.60315721	0.01868338
2023-08-17 04:00:00	short	short	3.96137534	4.00808606	0.04671072
2023-08-17 16:00:00	short	short	18.38251779	18.59927599	0.21675820
2023-08-18 08:00:00	short	short	4.77686969	4.83319634	0.05632665
2023-08-21 16:00:00	long	long	-4.83956818	-4.89663414	-0.05706596
2023-08-21 20:00:00	short	short	-5.34987200	-5.41295523	-0.06308323
2023-08-22 20:00:00	short	short	3.85835418	3.90385012	0.04549594
2023-08-23 00:00:00	short	short	-21.82652973	-22.08389814	-0.25736841
2023-08-25 20:00:00	short	short	-2.73166845	-2.76387903	-0.03221058
2023-08-26 00:00:00	short	short	0.44808896	0.45337262	0.00528366
2023-08-28 16:00:00	long	long	4.17921165	4.22849099	0.04927934
2023-08-29 20:00:00	long	long	-1.13772914	-1.15114472	-0.01341558
2023-08-31 16:00:00	short	short	4.12494419	4.17358364	0.04863945
2023-08-31 20:00:00	short	short	15.15055766	15.32920608	0.17864842
2023-09-04 00:00:00	long	long	-0.26976650	-0.27294746	-0.00318096
2023-09-05 04:00:00	long	long	2.71002846	2.74198387	0.03195541
2023-09-06 20:00:00	long	long	2.61061777	2.64140097	0.03078320
2023-09-07 00:00:00	long	long	-2.26243102	-2.28910856	-0.02667754
2023-09-08 16:00:00	short	short	5.47668917	5.54126777	0.06457860
2023-09-16 12:00:00	short	short	1.09984793	1.11281683	0.01296890
2023-09-18 04:00:00	short	short	2.50995364	2.53954986	0.02959622
2023-09-18 08:00:00	short	short	2.05126833	2.07545594	0.02418761
2023-09-18 12:00:00	short	short	1.94337537	1.96629076	0.02291539
2023-09-21 00:00:00	short	short	6.73084400	6.81021102	0.07936702
2023-09-21 16:00:00	short	short	-0.05813681	-0.05882234	-0.00068553
2023-09-25 00:00:00	short	short	4.31048017	4.36130737	0.05082720
2023-09-25 04:00:00	short	short	4.27429803	4.32469859	0.05040056
2023-09-25 08:00:00	short	short	-2.94494303	-2.97966844	-0.03472541
2023-09-25 20:00:00	long	long	4.77558030	4.83189174	0.05631144
2023-09-29 12:00:00	long	long	12.69796376	12.84769232	0.14972856
2023-10-02 16:00:00	short	short	25.99160587	26.29808695	0.30648108
2023-10-05 20:00:00	short	short	-7.34208313	-7.42865760	-0.08657447
2023-10-08 12:00:00	short	short	3.03510718	3.07089577	0.03578859
2023-10-08 16:00:00	short	short	-5.40589489	-5.46963872	-0.06374383
2023-10-08 20:00:00	long	long	-5.31675833	-5.37945111	-0.06269278
2023-10-09 12:00:00	short	short	3.28037947	3.31906020	0.03868073
2023-10-09 16:00:00	short	short	8.19894005	8.29561818	0.09667813
2023-10-11 04:00:00	long	long	-13.58458213	-13.74476528	-0.16018315
2023-10-16 20:00:00	short	short	-2.22270363	-2.24891273	-0.02620910
2023-10-17 16:00:00	short	short	11.00846911	11.13827592	0.12980681
2023-10-19 16:00:00	long	long	2.75276163	2.78522093	0.03245930
2023-10-22 12:00:00	short	short	-7.54878352	-7.63779531	-0.08901179
2023-10-28 16:00:00	short	short	3.05199097	3.08797864	0.03598767
2023-10-29 08:00:00	long	long	3.44338314	3.48398593	0.04060279
2023-10-29 20:00:00	short	short	-3.46673847	-3.50761666	-0.04087819
2023-10-30 00:00:00	short	short	-5.24925250	-5.31114928	-0.06189678
2023-10-30 04:00:00	short	short	3.54984893	3.59170712	0.04185819
2023-10-31 00:00:00	short	short	-6.39616363	-6.47158425	-0.07542062
2023-11-01 08:00:00	short	short	3.57879157	3.62099104	0.04219947
2023-11-02 00:00:00	long	long	10.42748275	10.55043884	0.12295609
2023-11-02 12:00:00	short	short	-7.88476779	-7.97774135	-0.09297356
2023-11-06 00:00:00	short	short	-4.26548388	-4.31578050	-0.05029662
2023-11-07 04:00:00	long	long	-4.25678377	-4.30697781	-0.05019404
2023-11-09 04:00:00	short	short	-3.67134553	-3.71463635	-0.04329082
2023-11-09 08:00:00	long	long	7.53886764	7.62776251	0.08889487
2023-11-09 20:00:00	long	long	4.15703944	4.20605734	0.04901790
2023-11-12 04:00:00	short	short	-6.42699214	-6.50277627	-0.07578413
2023-11-13 20:00:00	long	long	-11.29142633	-11.42456964	-0.13314331
2023-11-20 00:00:00	long	long	2.87571077	2.90961983	0.03390906
2023-11-20 12:00:00	long	long	-5.96641578	-6.03676901	-0.07035323
2023-11-20 20:00:00	long	long	-16.42084976	-16.61447688	-0.19362712
2023-11-21 20:00:00	long	long	27.07369994	27.39294057	0.31924063
