iteration	phase	backtest_id	profit	win_rate	sharpe_ratio	max_drawdown	volatility	open_positions_num	score	beats_profit	beats_win_rate	beats_drawdown	strict_dominator	params_json
56	2	15746	3872.43	0.4896	2.31467	0.255014	0.527734	626	102048.7913	True	True	True	True	"{""atr_take_profit_ratio"":3.42,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.55,""extreme_min_body_ratio"":0.74,""extreme_min_move_pct"":0.015,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.609,""fib_trigger_low"":0.292,""fixed_profit_percent_take_profit"":0.059,""leg_size"":9,""long_threshold"":0.22,""max_loss_percent"":0.041,""min_total_weight"":2.19,""pullback_touch_threshold"":0.035,""rsi_overbought"":86.6,""rsi_oversold"":14.0,""short_threshold"":0.091,""tp_kline_ratio"":0.67,""volume_increase_ratio"":2.39,""weight_bolling"":1.01,""weight_engulfing"":1.1,""weight_fvg"":1.51,""weight_kline_hammer"":1.0,""weight_leg"":0.78}"
57	2	15747	6899.7	0.501618	2.83248	0.310947	0.536397	618	105886.0372	True	True	True	True	"{""atr_take_profit_ratio"":3.44,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.47,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.73,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.639,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.057,""leg_size"":8,""long_threshold"":0.187,""max_loss_percent"":0.04,""min_total_weight"":2.16,""pullback_touch_threshold"":0.053,""rsi_overbought"":87.0,""rsi_oversold"":15.5,""short_threshold"":0.132,""tp_kline_ratio"":0.56,""volume_increase_ratio"":3.1,""weight_bolling"":0.87,""weight_engulfing"":0.91,""weight_fvg"":1.22,""weight_kline_hammer"":0.92,""weight_leg"":0.83}"
58	2	15748	3412.3	0.510367	2.2458	0.285461	0.517795	627	102072.4534	True	True	True	True	"{""atr_take_profit_ratio"":3.45,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.45,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.7,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.635,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.183,""max_loss_percent"":0.041,""min_total_weight"":2.19,""pullback_touch_threshold"":0.056,""rsi_overbought"":85.1,""rsi_oversold"":16.7,""short_threshold"":0.137,""tp_kline_ratio"":0.54,""volume_increase_ratio"":3.1,""weight_bolling"":0.8,""weight_engulfing"":0.88,""weight_fvg"":1.2,""weight_kline_hammer"":0.89,""weight_leg"":0.88}"
59	2	15749	1442.26	0.493314	1.57082	0.263398	0.509927	674	-1415.6848	False	True	True	False	"{""atr_take_profit_ratio"":3.17,""bb_width_threshold"":0.034,""chase_min_body_ratio"":0.5,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.37,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.615,""fib_trigger_low"":0.314,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.211,""max_loss_percent"":0.042,""min_total_weight"":2.1,""pullback_touch_threshold"":0.035,""rsi_overbought"":89.3,""rsi_oversold"":12.1,""short_threshold"":0.089,""tp_kline_ratio"":0.61,""volume_increase_ratio"":2.6,""weight_bolling"":1.01,""weight_engulfing"":1.1,""weight_fvg"":1.4,""weight_kline_hammer"":1.05,""weight_leg"":0.89}"
60	2	15750	4032.57	0.494327	2.35683	0.25723	0.526568	618	102443.5389	True	True	True	True	"{""atr_take_profit_ratio"":3.29,""bb_width_threshold"":0.028,""chase_min_body_ratio"":0.48,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.43,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.593,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.056,""leg_size"":9,""long_threshold"":0.218,""max_loss_percent"":0.042,""min_total_weight"":2.2,""pullback_touch_threshold"":0.039,""rsi_overbought"":86.5,""rsi_oversold"":13.5,""short_threshold"":0.088,""tp_kline_ratio"":0.61,""volume_increase_ratio"":2.46,""weight_bolling"":1.02,""weight_engulfing"":1.1,""weight_fvg"":1.63,""weight_kline_hammer"":0.97,""weight_leg"":0.77}"
61	2	15751	2819.71	0.500763	2.08476	0.260504	0.515308	656	1053.8207	False	True	True	False	"{""atr_take_profit_ratio"":3.44,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.58,""extreme_min_body_ratio"":0.74,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.39,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.632,""fib_trigger_low"":0.293,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.214,""max_loss_percent"":0.041,""min_total_weight"":2.14,""pullback_touch_threshold"":0.035,""rsi_overbought"":85.4,""rsi_oversold"":13.8,""short_threshold"":0.08,""tp_kline_ratio"":0.62,""volume_increase_ratio"":2.63,""weight_bolling"":1.02,""weight_engulfing"":1.1,""weight_fvg"":1.38,""weight_kline_hammer"":0.96,""weight_leg"":0.88}"
62	2	15752	2521.15	0.489198	1.93572	0.365514	0.530624	648	-771.0125	False	True	True	False	"{""atr_take_profit_ratio"":3.47,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.42,""extreme_min_body_ratio"":0.64,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.7,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.655,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":7,""long_threshold"":0.176,""max_loss_percent"":0.039,""min_total_weight"":2.2,""pullback_touch_threshold"":0.052,""rsi_overbought"":85.8,""rsi_oversold"":16.9,""short_threshold"":0.118,""tp_kline_ratio"":0.6,""volume_increase_ratio"":3.08,""weight_bolling"":0.8,""weight_engulfing"":0.9,""weight_fvg"":1.24,""weight_kline_hammer"":0.95,""weight_leg"":0.84}"
63	2	15753	2910.66	0.49537	2.06648	0.288412	0.527158	649	678.3671	False	True	True	False	"{""atr_take_profit_ratio"":3.24,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.54,""extreme_min_body_ratio"":0.72,""extreme_min_move_pct"":0.015,""fib_min_volume_ratio"":2.32,""fib_stop_loss_buffer_ratio"":0.012,""fib_trigger_high"":0.612,""fib_trigger_low"":0.309,""fixed_profit_percent_take_profit"":0.06,""leg_size"":8,""long_threshold"":0.21,""max_loss_percent"":0.041,""min_total_weight"":2.2,""pullback_touch_threshold"":0.035,""rsi_overbought"":88.6,""rsi_oversold"":13.1,""short_threshold"":0.08,""tp_kline_ratio"":0.65,""volume_increase_ratio"":2.28,""weight_bolling"":1.05,""weight_engulfing"":1.1,""weight_fvg"":1.44,""weight_kline_hammer"":0.88,""weight_leg"":0.75}"
64	2	15754	4121.27	0.505636	2.45696	0.288933	0.509859	621	102881.1571	True	True	True	True	"{""atr_take_profit_ratio"":3.26,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.47,""extreme_min_body_ratio"":0.64,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":1.92,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.638,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.053,""leg_size"":9,""long_threshold"":0.192,""max_loss_percent"":0.04,""min_total_weight"":2.12,""pullback_touch_threshold"":0.056,""rsi_overbought"":87.1,""rsi_oversold"":16.0,""short_threshold"":0.13,""tp_kline_ratio"":0.62,""volume_increase_ratio"":3.01,""weight_bolling"":0.91,""weight_engulfing"":0.85,""weight_fvg"":1.21,""weight_kline_hammer"":0.95,""weight_leg"":0.8}"
65	2	15755	3736.07	0.474277	2.20984	0.300136	0.545512	622	781.2714	True	False	True	False	"{""atr_take_profit_ratio"":3.05,""bb_width_threshold"":0.028,""chase_min_body_ratio"":0.49,""extreme_min_body_ratio"":0.66,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":2.0,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.636,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":7,""long_threshold"":0.192,""max_loss_percent"":0.041,""min_total_weight"":2.17,""pullback_touch_threshold"":0.06,""rsi_overbought"":85.7,""rsi_oversold"":15.5,""short_threshold"":0.138,""tp_kline_ratio"":0.63,""volume_increase_ratio"":3.1,""weight_bolling"":0.85,""weight_engulfing"":0.8,""weight_fvg"":1.2,""weight_kline_hammer"":0.95,""weight_leg"":0.75}"
66	2	15756	3431.89	0.495948	2.27633	0.262961	0.512022	617	101741.0908	True	True	True	True	"{""atr_take_profit_ratio"":3.33,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.44,""extreme_min_body_ratio"":0.61,""extreme_min_move_pct"":0.008,""fib_min_volume_ratio"":2.03,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.639,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.051,""leg_size"":9,""long_threshold"":0.2,""max_loss_percent"":0.041,""min_total_weight"":2.11,""pullback_touch_threshold"":0.059,""rsi_overbought"":88.5,""rsi_oversold"":15.8,""short_threshold"":0.134,""tp_kline_ratio"":0.66,""volume_increase_ratio"":2.88,""weight_bolling"":0.85,""weight_engulfing"":0.82,""weight_fvg"":1.25,""weight_kline_hammer"":0.95,""weight_leg"":0.86}"
67	2	15757	5979.53	0.503226	2.70215	0.284586	0.533167	621	105045.5676	True	True	True	True	"{""atr_take_profit_ratio"":3.19,""bb_width_threshold"":0.03,""chase_min_body_ratio"":0.57,""extreme_min_body_ratio"":0.69,""extreme_min_move_pct"":0.015,""fib_min_volume_ratio"":2.44,""fib_stop_loss_buffer_ratio"":0.012,""fib_trigger_high"":0.599,""fib_trigger_low"":0.303,""fixed_profit_percent_take_profit"":0.055,""leg_size"":8,""long_threshold"":0.2,""max_loss_percent"":0.04,""min_total_weight"":2.17,""pullback_touch_threshold"":0.037,""rsi_overbought"":85.3,""rsi_oversold"":12.3,""short_threshold"":0.086,""tp_kline_ratio"":0.6,""volume_increase_ratio"":2.66,""weight_bolling"":1.07,""weight_engulfing"":1.1,""weight_fvg"":1.39,""weight_kline_hammer"":0.94,""weight_leg"":0.78}"
68	2	15758	4336.53	0.469722	2.29195	0.286345	0.557443	613	1433.034	True	False	True	False	"{""atr_take_profit_ratio"":3.41,""bb_width_threshold"":0.027,""chase_min_body_ratio"":0.49,""extreme_min_body_ratio"":0.59,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.7,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.631,""fib_trigger_low"":0.304,""fixed_profit_percent_take_profit"":0.054,""leg_size"":7,""long_threshold"":0.179,""max_loss_percent"":0.042,""min_total_weight"":2.11,""pullback_touch_threshold"":0.053,""rsi_overbought"":86.1,""rsi_oversold"":14.4,""short_threshold"":0.132,""tp_kline_ratio"":0.56,""volume_increase_ratio"":3.1,""weight_bolling"":0.86,""weight_engulfing"":0.97,""weight_fvg"":1.2,""weight_kline_hammer"":0.91,""weight_leg"":0.79}"
69	2	15759	4377.17	0.485666	2.42941	0.282745	0.527796	595	102346.4375	True	True	True	True	"{""atr_take_profit_ratio"":3.4,""bb_width_threshold"":0.027,""chase_min_body_ratio"":0.42,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":1.81,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.62,""fib_trigger_low"":0.303,""fixed_profit_percent_take_profit"":0.058,""leg_size"":9,""long_threshold"":0.203,""max_loss_percent"":0.043,""min_total_weight"":2.04,""pullback_touch_threshold"":0.056,""rsi_overbought"":86.2,""rsi_oversold"":17.4,""short_threshold"":0.13,""tp_kline_ratio"":0.63,""volume_increase_ratio"":2.93,""weight_bolling"":0.81,""weight_engulfing"":0.84,""weight_fvg"":1.27,""weight_kline_hammer"":0.96,""weight_leg"":0.75}"
70	2	15760	1649.47	0.496997	1.67291	0.299331	0.509291	668	-1195.4648	False	True	True	False	"{""atr_take_profit_ratio"":3.31,""bb_width_threshold"":0.033,""chase_min_body_ratio"":0.52,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.38,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.619,""fib_trigger_low"":0.312,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.207,""max_loss_percent"":0.041,""min_total_weight"":2.12,""pullback_touch_threshold"":0.035,""rsi_overbought"":87.3,""rsi_oversold"":12.2,""short_threshold"":0.08,""tp_kline_ratio"":0.62,""volume_increase_ratio"":2.62,""weight_bolling"":1.03,""weight_engulfing"":1.1,""weight_fvg"":1.33,""weight_kline_hammer"":0.94,""weight_leg"":0.95}"
71	2	15761	5227.98	0.49835	2.6342	0.264826	0.520762	606	104155.1337	True	True	True	True	"{""atr_take_profit_ratio"":3.06,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.48,""extreme_min_body_ratio"":0.69,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":1.86,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.621,""fib_trigger_low"":0.293,""fixed_profit_percent_take_profit"":0.056,""leg_size"":9,""long_threshold"":0.181,""max_loss_percent"":0.042,""min_total_weight"":2.03,""pullback_touch_threshold"":0.056,""rsi_overbought"":86.4,""rsi_oversold"":17.3,""short_threshold"":0.118,""tp_kline_ratio"":0.63,""volume_increase_ratio"":3.1,""weight_bolling"":0.82,""weight_engulfing"":0.8,""weight_fvg"":1.27,""weight_kline_hammer"":1.03,""weight_leg"":0.75}"
72	2	15762	3221.2	0.474522	2.10756	0.340989	0.539128	628	-204.012	False	False	True	False	"{""atr_take_profit_ratio"":3.25,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.48,""extreme_min_body_ratio"":0.66,""extreme_min_move_pct"":0.012,""fib_min_volume_ratio"":1.76,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.644,""fib_trigger_low"":0.3,""fixed_profit_percent_take_profit"":0.054,""leg_size"":7,""long_threshold"":0.19,""max_loss_percent"":0.039,""min_total_weight"":2.18,""pullback_touch_threshold"":0.05,""rsi_overbought"":85.3,""rsi_oversold"":16.1,""short_threshold"":0.129,""tp_kline_ratio"":0.64,""volume_increase_ratio"":3.1,""weight_bolling"":0.89,""weight_engulfing"":0.92,""weight_fvg"":1.2,""weight_kline_hammer"":0.85,""weight_leg"":0.75}"
73	2	15763	4937.28	0.490849	2.55336	0.263398	0.525791	601	103454.5477	True	True	True	True	"{""atr_take_profit_ratio"":3.36,""bb_width_threshold"":0.028,""chase_min_body_ratio"":0.48,""extreme_min_body_ratio"":0.63,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.84,""fib_stop_loss_buffer_ratio"":0.008,""fib_trigger_high"":0.657,""fib_trigger_low"":0.3,""fixed_profit_percent_take_profit"":0.057,""leg_size"":9,""long_threshold"":0.204,""max_loss_percent"":0.041,""min_total_weight"":2.08,""pullback_touch_threshold"":0.047,""rsi_overbought"":85.2,""rsi_oversold"":17.4,""short_threshold"":0.122,""tp_kline_ratio"":0.62,""volume_increase_ratio"":3.02,""weight_bolling"":0.86,""weight_engulfing"":0.8,""weight_fvg"":1.27,""weight_kline_hammer"":0.98,""weight_leg"":0.78}"
74	2	15764	4845.59	0.498392	2.5202	0.286185	0.528461	623	103432.5696	True	True	True	True	"{""atr_take_profit_ratio"":3.12,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.49,""extreme_min_body_ratio"":0.73,""extreme_min_move_pct"":0.015,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.615,""fib_trigger_low"":0.313,""fixed_profit_percent_take_profit"":0.059,""leg_size"":8,""long_threshold"":0.204,""max_loss_percent"":0.041,""min_total_weight"":2.19,""pullback_touch_threshold"":0.035,""rsi_overbought"":86.1,""rsi_oversold"":12.4,""short_threshold"":0.092,""tp_kline_ratio"":0.66,""volume_increase_ratio"":2.58,""weight_bolling"":1.05,""weight_engulfing"":1.07,""weight_fvg"":1.45,""weight_kline_hammer"":0.92,""weight_leg"":0.75}"
75	2	15765	3913.84	0.491909	2.32322	0.256899	0.527986	619	102180.3217	True	True	True	True	"{""atr_take_profit_ratio"":3.38,""bb_width_threshold"":0.028,""chase_min_body_ratio"":0.53,""extreme_min_body_ratio"":0.69,""extreme_min_move_pct"":0.016,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.622,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":9,""long_threshold"":0.22,""max_loss_percent"":0.042,""min_total_weight"":2.16,""pullback_touch_threshold"":0.037,""rsi_overbought"":87.9,""rsi_oversold"":11.7,""short_threshold"":0.085,""tp_kline_ratio"":0.64,""volume_increase_ratio"":2.41,""weight_bolling"":1.02,""weight_engulfing"":1.09,""weight_fvg"":1.37,""weight_kline_hammer"":0.96,""weight_leg"":0.78}"
76	2	15766	4911.35	0.503322	2.5751	0.268003	0.520314	602	103923.3347	True	True	True	True	"{""atr_take_profit_ratio"":3.1,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.52,""extreme_min_body_ratio"":0.71,""extreme_min_move_pct"":0.011,""fib_min_volume_ratio"":1.99,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.605,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.057,""leg_size"":9,""long_threshold"":0.172,""max_loss_percent"":0.044,""min_total_weight"":2.1,""pullback_touch_threshold"":0.06,""rsi_overbought"":86.5,""rsi_oversold"":18.0,""short_threshold"":0.109,""tp_kline_ratio"":0.62,""volume_increase_ratio"":3.1,""weight_bolling"":0.8,""weight_engulfing"":0.83,""weight_fvg"":1.28,""weight_kline_hammer"":1.02,""weight_leg"":0.75}"
77	2	15767	3548.53	0.510367	2.29727	0.264383	0.514159	627	102454.5124	True	True	True	True	"{""atr_take_profit_ratio"":3.29,""bb_width_threshold"":0.032,""chase_min_body_ratio"":0.44,""extreme_min_body_ratio"":0.62,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":1.83,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.638,""fib_trigger_low"":0.292,""fixed_profit_percent_take_profit"":0.055,""leg_size"":9,""long_threshold"":0.174,""max_loss_percent"":0.041,""min_total_weight"":2.17,""pullback_touch_threshold"":0.049,""rsi_overbought"":88.0,""rsi_oversold"":14.9,""short_threshold"":0.121,""tp_kline_ratio"":0.53,""volume_increase_ratio"":3.02,""weight_bolling"":0.91,""weight_engulfing"":0.93,""weight_fvg"":1.23,""weight_kline_hammer"":0.9,""weight_leg"":0.77}"
78	2	15768	3551.52	0.5	2.26621	0.256788	0.520922	627	102056.9993	True	True	True	True	"{""atr_take_profit_ratio"":3.07,""bb_width_threshold"":0.033,""chase_min_body_ratio"":0.53,""extreme_min_body_ratio"":0.69,""extreme_min_move_pct"":0.015,""fib_min_volume_ratio"":2.5,""fib_stop_loss_buffer_ratio"":0.014,""fib_trigger_high"":0.599,""fib_trigger_low"":0.302,""fixed_profit_percent_take_profit"":0.059,""leg_size"":9,""long_threshold"":0.204,""max_loss_percent"":0.042,""min_total_weight"":2.15,""pullback_touch_threshold"":0.037,""rsi_overbought"":87.6,""rsi_oversold"":14.2,""short_threshold"":0.08,""tp_kline_ratio"":0.65,""volume_increase_ratio"":2.49,""weight_bolling"":0.93,""weight_engulfing"":1.05,""weight_fvg"":1.43,""weight_kline_hammer"":0.9,""weight_leg"":0.76}"
79	2	15769	3833.86	0.479032	2.26515	0.325495	0.537634	620	949.3836	True	False	True	False	"{""atr_take_profit_ratio"":3.21,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.44,""extreme_min_body_ratio"":0.65,""extreme_min_move_pct"":0.012,""fib_min_volume_ratio"":1.83,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.629,""fib_trigger_low"":0.309,""fixed_profit_percent_take_profit"":0.056,""leg_size"":7,""long_threshold"":0.173,""max_loss_percent"":0.039,""min_total_weight"":2.07,""pullback_touch_threshold"":0.056,""rsi_overbought"":88.9,""rsi_oversold"":15.3,""short_threshold"":0.128,""tp_kline_ratio"":0.63,""volume_increase_ratio"":3.1,""weight_bolling"":0.85,""weight_engulfing"":0.82,""weight_fvg"":1.26,""weight_kline_hammer"":0.93,""weight_leg"":0.79}"
80	2	15770	5257.71	0.478477	2.55087	0.30634	0.538918	606	2932.8362	True	False	True	False	"{""atr_take_profit_ratio"":3.44,""bb_width_threshold"":0.026,""chase_min_body_ratio"":0.52,""extreme_min_body_ratio"":0.61,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":1.7,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.633,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.06,""leg_size"":8,""long_threshold"":0.181,""max_loss_percent"":0.04,""min_total_weight"":2.16,""pullback_touch_threshold"":0.051,""rsi_overbought"":88.4,""rsi_oversold"":14.0,""short_threshold"":0.123,""tp_kline_ratio"":0.52,""volume_increase_ratio"":3.1,""weight_bolling"":0.91,""weight_engulfing"":0.9,""weight_fvg"":1.26,""weight_kline_hammer"":0.84,""weight_leg"":0.85}"
81	2	15771	4371.74	0.501618	2.50369	0.288167	0.511891	618	103047.1322	True	True	True	True	"{""atr_take_profit_ratio"":3.02,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.45,""extreme_min_body_ratio"":0.7,""extreme_min_move_pct"":0.01,""fib_min_volume_ratio"":1.87,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.629,""fib_trigger_low"":0.297,""fixed_profit_percent_take_profit"":0.058,""leg_size"":9,""long_threshold"":0.169,""max_loss_percent"":0.04,""min_total_weight"":2.05,""pullback_touch_threshold"":0.06,""rsi_overbought"":84.8,""rsi_oversold"":15.9,""short_threshold"":0.121,""tp_kline_ratio"":0.65,""volume_increase_ratio"":3.1,""weight_bolling"":0.9,""weight_engulfing"":0.8,""weight_fvg"":1.35,""weight_kline_hammer"":1.03,""weight_leg"":0.81}"
82	2	15772	5284.82	0.504078	2.63716	0.26559	0.522291	613	104439.4404	True	True	True	True	"{""atr_take_profit_ratio"":3.21,""bb_width_threshold"":0.029,""chase_min_body_ratio"":0.51,""extreme_min_body_ratio"":0.65,""extreme_min_move_pct"":0.009,""fib_min_volume_ratio"":1.79,""fib_stop_loss_buffer_ratio"":0.007,""fib_trigger_high"":0.619,""fib_trigger_low"":0.29,""fixed_profit_percent_take_profit"":0.054,""leg_size"":9,""long_threshold"":0.207,""max_loss_percent"":0.042,""min_total_weight"":2.13,""pullback_touch_threshold"":0.057,""rsi_overbought"":86.4,""rsi_oversold"":16.7,""short_threshold"":0.115,""tp_kline_ratio"":0.56,""volume_increase_ratio"":2.98,""weight_bolling"":0.89,""weight_engulfing"":0.91,""weight_fvg"":1.2,""weight_kline_hammer"":0.96,""weight_leg"":0.75}"
83	2	15773	3921.2	0.506369	2.3697	0.290719	0.518474	628	102565.2434	True	True	True	True	"{""atr_take_profit_ratio"":3.36,""bb_width_threshold"":0.031,""chase_min_body_ratio"":0.5,""extreme_min_body_ratio"":0.69,""extreme_min_move_pct"":0.012,""fib_min_volume_ratio"":1.74,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.651,""fib_trigger_low"":0.293,""fixed_profit_percent_take_profit"":0.053,""leg_size"":9,""long_threshold"":0.181,""max_loss_percent"":0.04,""min_total_weight"":2.05,""pullback_touch_threshold"":0.047,""rsi_overbought"":85.9,""rsi_oversold"":18.0,""short_threshold"":0.108,""tp_kline_ratio"":0.55,""volume_increase_ratio"":3.1,""weight_bolling"":0.8,""weight_engulfing"":0.8,""weight_fvg"":1.2,""weight_kline_hammer"":0.93,""weight_leg"":0.75}"
84	2	15774	4287.12	0.497504	2.4361	0.266905	0.522144	601	102866.6647	True	True	True	True	"{""atr_take_profit_ratio"":3.25,""bb_width_threshold"":0.028,""chase_min_body_ratio"":0.45,""extreme_min_body_ratio"":0.68,""extreme_min_move_pct"":0.008,""fib_min_volume_ratio"":1.79,""fib_stop_loss_buffer_ratio"":0.006,""fib_trigger_high"":0.612,""fib_trigger_low"":0.309,""fixed_profit_percent_take_profit"":0.059,""leg_size"":9,""long_threshold"":0.167,""max_loss_percent"":0.043,""min_total_weight"":2.07,""pullback_touch_threshold"":0.051,""rsi_overbought"":85.4,""rsi_oversold"":18.0,""short_threshold"":0.117,""tp_kline_ratio"":0.58,""volume_increase_ratio"":2.95,""weight_bolling"":0.88,""weight_engulfing"":0.8,""weight_fvg"":1.26,""weight_kline_hammer"":1.01,""weight_leg"":0.81}"
